Filename,Title,9,441,Transfer notes,Subdir,Sort,IMDbID,Year,Directors,Actors,Runtime,Priority,Notes,Poster,Genre,Plot,Tagline,Trailer
Nine To 5 16x9.iso,9 to 5,OK,OK,,,,https://www.imdb.com/title/tt0080319/?ref_=fn_al_tt_1,1980,Colin Higgins,Jane Fonda; Lily Tomlin; Dolly Parton; Dabney Coleman,109,,,https://m.media-amazon.com/images/M/MV5BZmVkMDZhZmUtNmIxMy00YzY0LTg0NTUtYmViODJmMjU4ZDNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,Comedy,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him.",,
EveningWithKevinSmithD1.iso,"An Evening With Kevin Smith, disc 1",OK,OK,,,,https://www.imdb.com/title/tt0346952/?ref_=fn_al_tt_1,2002,J.M. Kenny,Kevin Smith; Jason Mewes; Scott Mosier,224,,,https://m.media-amazon.com/images/M/MV5BNWE2MDkzNzctMmQwYy00MmFhLTgyMTQtMjc3N2M4MGQ4MmExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Comedy; Documentary,Kevin Smith interacts in Q&A sessions throughout various college stops in the USA.,,
EveningWithKevinSmithD2.iso,"An Evening With Kevin Smith, disc 2",OK,OK,,,,,,,,,,,,,,,
Inglourious Basterds.iso,Inglourious Basterds,OK,OK,,,,https://www.imdb.com/title/tt0361748/?ref_=nv_sr_srsg_0,2009,Quentin Tarantino,Brad Pitt; Diane Kruger; Eli Roth,153,,,https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,Adventure; Drama; War,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner’s vengeful plans for the same.",,
Spider Man No Way Home.iso,Spider-Man: No Way Home,OK,OK,,,,https://www.imdb.com/title/tt10872600/?ref_=nv_sr_srsg_0,2021,Jon Watts,Tom Holland; Zendaya; Benedict Cumberbatch,148,,,https://m.media-amazon.com/images/M/MV5BZWMyYzFjYTYtNTRjYi00OGExLWE2YzgtOGRmYjAxZTU3NzBiXkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_.jpg,Action; Adventure; Fantasy,"With Spider-Man’s identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",,
Escape From Tomorrow.iso,Escape From Tomorrow,OK,OK,,,,https://www.imdb.com/title/tt2187884/?ref_=fn_al_tt_0,2014,Randy Moore,Roy Abramsohn; Elena Schuber; Katelynn Rodriguez,90,,,https://m.media-amazon.com/images/M/MV5BNTIxNjcxOTgxM15BMl5BanBnXkFtZTgwMjYzODEzMDE@._V1_.jpg,Drama; Fantasy; Horror,"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father’s sanity is challenged by a chance encounter with two underage girls on holiday.",,
Frank And Ollie.iso,Frank And Ollie,OK,OK,,,,https://www.imdb.com/title/tt0113104/?ref_=fn_al_tt_0,1995,Theodore Thomas,Frank Thomas; Ollie Johnston; Sylvia Roemer,89,,,https://m.media-amazon.com/images/M/MV5BMzc5M2NkNTYtNDg3NS00NTQ1LWJjMzYtZjhmMGI1NzkzNGY0XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,Documentary,"A study of the personal and professional relationship of Disney animators Frank Thomas and Ollie Johnston, who started at the studio in the 1930s and worked on 23 films together.",,
Millions 169.iso,Millions,OK,OK,,,,https://www.imdb.com/title/tt0366777/?ref_=fn_al_tt_1,2005,Danny Boyle,Alex Etel; James Nesbitt; Daisy Donovan,98,,,https://m.media-amazon.com/images/M/MV5BNTI3Y2RjOTMtNmM0OC00OGI4LTgxOGQtMjFhZTVjODdkNWEwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,Comedy; Crime; Drama,"Ethics, being human and the soul come to the fore when a 7-year old finds a bag of Pounds just days before the currency is switched to Euros and learns what we are really made of.",,
The Counterfeiters 2007.iso,The Counterfeiters,OK,OK,,,,https://www.imdb.com/title/tt0813547/?ref_=fn_al_tt_1,2008,Stefan Ruzowitzky,Karl Markovics; August Diehl; Devid Striesow,99,,,https://m.media-amazon.com/images/M/MV5BNDI2NGQwNWItNmRkYy00MzIxLWExMzUtZmU3NTE2NDQ5NzEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Crime; Drama; History,"The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII.",,
Dune.iso,Dune,OK,OK,,,,https://www.imdb.com/title/tt1160419/?ref_=fn_al_tt_0,2021,Denis Villeneuve,Timothée Chalamet; Rebecca Ferguson; Zendaya; Oscar Isaac; Josh Brolin; Jason Momoa; Stellan Skarsgård; Javier Bardem; Dave Bautista; Charlotte Rampling,155,,,https://m.media-amazon.com/images/M/MV5BN2FjNmEyNWMtYzM0ZS00NjIyLTg5YzYtYThlMGVjNzE1OGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Action; Adventure; Drama,A noble family becomes embroiled in a war for control over the galaxy’s most valuable asset while its heir becomes troubled by visions of a dark future.,,
Lucky Number Slevin.iso,Lucky Number Slevin,OK,OK,,,,https://www.imdb.com/title/tt0425210/?ref_=fn_al_tt_0,2006,Paul McGuigan,Josh Hartnett; Ben Kingsley; Morgan Freeman,110,,,https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,Crime; Drama; Thriller,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city’s most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they ge...",,
The Founder.iso,The Founder,OK,OK,,,,https://www.imdb.com/title/tt4276820/?ref_=fn_al_tt_0,2017,John Lee Hancock,Michael Keaton; Nick Offerman; John Carroll Lynch,115,,,https://m.media-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_.jpg,Biography; Drama,"The story of Ray Kroc, a salesman who turned two brothers’ innovative fast food eatery, McDonald’s, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",,
Red Eye.iso,Red Eye,OK,OK,,,,https://www.imdb.com/title/tt0421239/?ref_=fn_al_tt_0,2005,Wes Craven,Rachel McAdams; Cillian Murphy; Brian Cox,85,,,https://m.media-amazon.com/images/M/MV5BNzAxNjc1ODczOF5BMl5BanBnXkFtZTcwMjE3MjEzMw@@._V1_.jpg,Thriller,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in a political assassination.",,
Twin Peaks Limited Series Disc 3.iso,"Twin Peaks The Return, disc 3",OK,OK,,,,,,,,,,,,,,,
Marley Me Vanilla.iso,Marley & Me,OK,OK,,,,https://www.imdb.com/title/tt0822832/?ref_=fn_al_tt_1,2008,David Frankel,Owen Wilson; Jennifer Aniston; Eric Dane,115,,,https://m.media-amazon.com/images/M/MV5BYTdiZGY1MTctMjQzYy00ZTc0LThiM2EtY2U2OGIwYjBiNTM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Comedy; Drama; Family,"A family learns important life lessons from their adorable, but naughty and neurotic dog.",,
The State Disc1.iso,"The State, disc 1",OK,OK,,,,,,,Kevin Allison; Michael Ian Black; Robert Ben Garant,,,,https://m.media-amazon.com/images/M/MV5BMTIxNTM5MTUzMF5BMl5BanBnXkFtZTcwMjMxNTEyMQ@@._V1_.jpg,Comedy,"Each episode contains 30 minutes of extremely bizarre and funny sketch comedy performed by THE STATE, an 11 member sketch comedy troupe who wrote and starred in various sketches seen throughout the program.",,
The State Disc2.iso,"The State, disc 2",OK,OK,,,,,,,,,,,,,,,
The State Disc3.iso,"The State, disc 3",OK,OK,,,,,,,,,,,,,,,
The State Disc 4.iso,"The State, disc 4",OK,OK,,,,,,,,,,,,,,,
Letters From Iwo Jima.iso,Letters From Iwo Jima,OK,OK,,,,https://www.imdb.com/title/tt0498380/?ref_=fn_al_tt_1,2006,Clint Eastwood,Ken Watanbe; Kazunari Ninomiya; Tsuyoshi Ihara,141,,,https://m.media-amazon.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_.jpg,Action; Adventure; Drama,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",,
Metropolitan.iso,Metropolitan,OK,OK,,,,https://www.imdb.com/title/tt0100142/?ref_=nv_sr_srsg_0,1990,Whit Stillman,Carolyn Farina; Edward Clements; Chris Eigeman,98,,,https://m.media-amazon.com/images/M/MV5BMjU4N2JiYjctNDQyOC00ZDZjLTlhMGYtOGJkMmYwYTM3NjcwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg,Comedy; Drama; Romance,"A group of young upper-class Manhattanites are blithely passing through the gala debutante season, when an unusual outsider joins them and stirs them up.",,
Silver Linings Playbook.iso,Silver Linings Playbook,OK,OK,,,,https://www.imdb.com/title/tt1045658/?ref_=nv_sr_srsg_0,2012,David O. Russell,Bradley Cooper; Jennifer Lawrence; Robert De Niro; Chris Tucker; Julia Stiles,122,,,https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_FMjpg_UY474_.jpg,Comedy; Drama; Romance,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",,
Weirdo.iso,Donald Glover: Weirdo,OK,OK,,,,https://www.imdb.com/title/tt2345525/?ref_=fn_al_tt_3,2012,Shannon Hartman,Donald Glover,65,,,https://m.media-amazon.com/images/M/MV5BMTY0Mzk0NTI5N15BMl5BanBnXkFtZTgwODY0NDAxMzE@._V1_FMjpg_UY426_.jpg,Comedy,"With his unique brand of youthful storytelling Donald Glover brings down the house in his hysterical stand-up special, Weirdo.",,
Bleu.iso,Trois couleurs: Bleu,OK,OK,,,,https://www.imdb.com/title/tt0108394/?ref_=fn_al_tt_2,1993,Krzysztof Kieslowski,Juliette Binoche; Zbigniew Zamachowski; Julie Delpy,94,,,https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Drama; Music; Mystery,A woman struggles to find a way to live her life after the death of her husband and child.,,
Farewell.iso,Farewell,OK,OK,,,,https://www.imdb.com/title/tt0806029/?ref_=fn_al_tt_4,2009,Christian Carion,Guillaume Canet; Emir Kusturica; Alexandra Maria Lara,113,,,https://m.media-amazon.com/images/M/MV5BNzYzMTE5MjYzN15BMl5BanBnXkFtZTcwOTMxOTM2Mw@@._V1_.jpg,Drama; Romance; Thriller,"The French intelligence service alerts the U.S. about a Soviet spy operation during the height of the Cold War, which sets off an unfortunate chain of events.",,
South Pacific D1.iso,South Pacific,OK,OK,,,,https://www.imdb.com/title/tt0052225/?ref_=nv_sr_srsg_0,1958,Joshua Logan,Rossano Brazzi; Mitzi Gaynor; John Kerr,157,,,https://m.media-amazon.com/images/M/MV5BNjc1MDM0MDM4Nl5BMl5BanBnXkFtZTgwMDMwMTgxMTE@._V1_.jpg,Musical; Romance; War,"On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who’s being courted for a dangerous military mission.",,
Twin Peaks Limited Series Disc 4.iso,"Twin Peaks The Return, disc 4",OK,OK,,,,,,,,,,,,,,,
A Single Man.iso,A Single Man,OK,OK,,,,https://www.imdb.com/title/tt1315981/?ref_=fn_al_tt_1,2010,Tom Ford,Colin Firth; Julianne Moore; Matthew Goode,99,,,https://m.media-amazon.com/images/M/MV5BMzU5MTk4MjQ2M15BMl5BanBnXkFtZTcwNDU0MzEwMw@@._V1_.jpg,Crime; Drama; Romance,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",,
Twin Peaks Limited Series Disc 5.iso,"Twin Peaks The Return, disc 5",OK,OK,,,,,,,,,,,,,,,
Shampoo.iso,Shampoo,OK,OK,,,,https://www.imdb.com/title/tt0073692/?ref_=fn_al_tt_1,1975,Hal Ashby,Warren Beatty; Julie Christie; Goldie Hawn,110,,,https://m.media-amazon.com/images/M/MV5BZWE0YmFhMDctOGFkYS00ODNmLTgyMTMtNzBiNWE2ZmNjNzdjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,Comedy; Drama,"On Election Day, 1968, a hairdresser and ladies’ man is too busy cutting hair and dealing with his various girlfriends and his mistress, whose husband he meets and finds out is having an affair with his ex-girlfriend.",,
In The Loop.iso,In the Loop,OK,OK,,,,https://www.imdb.com/title/tt1226774/?ref_=fn_al_tt_1,2009,Armando Iannucci,Tom Hollander; Peter Capaldi; James Gandolfini,106,,,https://m.media-amazon.com/images/M/MV5BMTU2NzQxNzA1OF5BMl5BanBnXkFtZTcwNzQ0NDk0Mg@@._V1_.jpg,Comedy,A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.,,
Stardust Ws Ac.iso,Stardust,OK,OK,,,,https://www.imdb.com/title/tt0486655/?ref_=fn_al_tt_1,2007,Matthew Vaughn,Charlie Cox; Claire Danes; Sienna Miller,127,,,https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_.jpg,Adventure; Family; Fantasy,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he’ll retrieve a fallen star by venturing into the magical realm.",,
Tv Set.iso,The TV Set,OK,OK,,,,https://www.imdb.com/title/tt0473709/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520tv%2520set,2006,Jake Kasdan,David Duchovny; Sigourney Weaver; Ioan Gruffudd,88,,,https://m.media-amazon.com/images/M/MV5BODAyMjEzOTE0NF5BMl5BanBnXkFtZTcwMTc1NjU0MQ@@._V1_.jpg,Comedy; Drama,"The story of a TV pilot as it goes through the network TV process of casting, production and finally airing.",,
Twin Peaks Limited Series Disc 6.iso,"Twin Peaks The Return, disc 6",OK,OK,,,,,,,,,,,,,,,
CloakDagger.iso,Cloak & Dagger,OK,OK,,,,https://www.imdb.com/title/tt0087065/?ref_=nv_sr_srsg_3_tt_8_nm_0_q_cloak%2520%2526%2520dagger,1984,Richard Franklin,Henry Thomas; Dabney Coleman; Michael Murphy,101,,,https://m.media-amazon.com/images/M/MV5BZDc3YzIxMGEtMjBiOS00MjM4LThhYzEtN2Y0OTcxZTMxMmViXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,Action; Adventure; Crime,A young boy and his imaginary friend end up on the run while in possession of a top-secret spy gadget.,,
Beautiful Day In Neighborhood.iso,A Beautiful Day in the Neighborhood,OK?,OK,,,,https://www.imdb.com/title/tt3224458/?ref_=nv_sr_srsg_0_tt_7_nm_1_q_a%2520beautiful%2520day,2019,Marielle Heller,Matthew Rhys; Tom Hanks; Chris Cooper,109,,,https://m.media-amazon.com/images/M/MV5BZWE3ZDYwNmItOWM5ZS00Y2Q4LTlhNmYtODlhY2QxYzA1MDlhXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_.jpg,Biography; Drama,Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,,
The Unbelievable Truth.iso,The Unbelievable Truth,OK,OK,,,,https://www.imdb.com/title/tt0100842/?ref_=fn_al_tt_1,1990,Hal Hartley,Adrienne Shelly; Robert John Burke; Chris Cooke,90,,,https://m.media-amazon.com/images/M/MV5BMmFiM2RkMzctYzRmMi00MTFhLWE4MjYtYTE1MTkyMmMwMWNjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,Comedy; Drama; Romance,"A man returns to his home town after serving a prison sentence for homicide, and finds that the details of the crime have been forgotten and replaced with local legends and rumors.",,
Sicario.iso,Sicario,OK,OK,,,,https://www.imdb.com/title/tt3397884/?ref_=fn_al_tt_1,2015,Denis Villeneuve,Emily Blunt; Josh Brolin; Benicio Del Toro,121,,,https://m.media-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_.jpg,Action; Crime; Drama,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,,
Wolf Hall D1.iso,"Wolf Hall, disc 1",OK,OK,,,,,2015,,Mark Rylance; Damian Lewis; Claire Foy,360,,,https://m.media-amazon.com/images/M/MV5BYzgxMDNjYzctMGQyMy00ZjQ4LTk2ZTUtMDU0OGJkMmIwMjI3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Biography; Drama; History,"After the downfall of Cardinal Wolsey, his secretary, Thomas Cromwell, finds himself amongst the treachery and intrigue of King Henry VIII’s court and soon becomes a close advisor to the King, a role fraught with danger.",,
Year Living Dangerously 16x9lb.iso,The Year of Living Dangerously,OK,OK,,,,https://www.imdb.com/title/tt0086617/?ref_=fn_al_tt_1,1983,Peter Weir,Mel Gibson; Sigourney Weaver; Linda Hunt,115,,,https://m.media-amazon.com/images/M/MV5BNmE3MjM4MGMtYmZiMi00MzU4LTk1YWMtMjI1YmRmNDc2MjdlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,Drama; Romance; War,A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.,,
Twin Peaks Limited Series Disc 7.iso,"Twin Peaks The Return, disc 7",OK,OK,,,,,,,,,,,,,,,
Looker.iso,Looker,OK,OK,,,,,1981,Michael Crichton,Albert Finney; James Coburn; Susan Dey,93,,,https://m.media-amazon.com/images/M/MV5BZTY2OTk5OGYtOGUyNS00MWJlLTg3NWEtM2Y0NmFlZjE4YWE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Drama; Sci-Fi; Thriller,"Three of four models, who had plastic surgery done by Larry after a computed list, are dead. Neither the cops nor Larry believe they’re suicides. Larry investigates and stays with the fourth model. Who’s behind the lists and murders?",,
Tmbstone.iso,Tombstone,OK,OK,non-anamorphic,,,,1993,George P. Cosmatos; Kevin Jarre,Kurt Russell; Val Kilmer; Sam Elliott,130,,,https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Biography; Drama; History,"A successful lawman’s plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",,
Wolf Hall D2.iso,"Wolf Hall, disc 2",OK,OK,,,,,,,,,,,,,,,
Wolf Hall D3.iso,"Wolf Hall, disc 3",OK,OK,,,,,,,,,,,,,,,
Elmer Gantry.iso,Elmer Gantry,OK,OK,,,,,1960,Richard Brooks,Burt Lancaster; Jean Simmons; Arthur Kennedy,146,,,https://m.media-amazon.com/images/M/MV5BMjI3NjIzMDA4NV5BMl5BanBnXkFtZTcwMzg4NTczNA@@._V1_.jpg,Drama,"A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause.",,
12 Years A Slave.iso,12 Years a Slave,OK,OK,,,,,2013,Steve McQueen,Chiwetel Ejiofor; Michael Kenneth Williams; Michael Fassbender,134,,,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg,Biography; Drama; History,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",,
Crazy Heart.iso,Crazy Heart,OK,OK,,,,,2010,Scott Cooper,Jeff Bridges; Maggie Gyllenhaal; Colin Farrell,112,,,https://m.media-amazon.com/images/M/MV5BMTU0NDc5NjgzNl5BMl5BanBnXkFtZTcwNzc0NDIzMw@@._V1_.jpg,Drama; Music; Romance,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.,,
MissionImpossibleS1D4.iso,"Mission: Impossible, season 1, disc 4",OK,OK,,,,,,,,,,,,,,,
Irreconcilable Differences.iso,Irreconcilable Differences,OK,OK,pan and scan,,,,1984,Charles Shyer,Ryan O’Neal; Shelley Long; Drew Barrymore,113,,,https://m.media-amazon.com/images/M/MV5BZjMxNzFmMjEtY2QzMy00MzIwLThkYWQtZTk4MjQxODA4ZjJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,Comedy; Drama; Romance,"Alternating between the past and the present, a precocious little girl sues her selfish, career-driven parents for emancipation, surprising them both.",,
Paper.iso,The Paper,OK,OK,pan and scan,,,,1994,Ron Howard,Michael Keaton; Glenn Close; Robert Duvall,112,,,https://m.media-amazon.com/images/M/MV5BOThhZDU0MmItMDYxNy00MTZlLWI4NmYtNmZkZmYwMzJiZDMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,Comedy; Drama,"New York City tabloid editor Henry’s faced with tough decisions while he faces several serious life challenges, and a tempting job offer.",,
Falling Down.iso,Falling Down,OK,OK,,,,,1993,Joel Schumacher,Michael Douglas; Robert Duvall; Barbara Hershey,113,,,https://m.media-amazon.com/images/M/MV5BY2UyN2Y4MGYtOTFhYi00ZmExLTgyYjEtOTk3ZDRlOTQwODMxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,Action; Crime; Drama,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,,
Best Of Tv Funhouse.iso,Saturday Night Live: The Best of Saturday TV Funhouse,OK,OK,,,,,2006,Brent Chambers; Dean Lennert; David Lipson,Bill Hader; Stephen Colbert; Steve Carell,90,,,https://m.media-amazon.com/images/M/MV5BMTM3OTcxNTMzMF5BMl5BanBnXkFtZTcwMDgyMzc4Mw@@._V1_.jpg,Animation; Comedy,"The Ambiguously Gay Duo host this special edition of Saturday Night Live devoted to 24 installments of Saturday TV Funhouse. In between they slip backstage to find out as much as possible about their favorite cast member, Jimmy Fa...",,
The Ice Harvest.iso,The Ice Harvest,OK,OK,,,,,2005,Harold Ramis,John Cusack; Billy Bob Thornton; Connie Nielsen,92,,,https://m.media-amazon.com/images/M/MV5BMTcwNzk2MjQyNl5BMl5BanBnXkFtZTcwMjA0MjEzMQ@@._V1_.jpg,Comedy; Crime; Drama,"A shady lawyer attempts a Christmas Eve crime, hoping to swindle the local mob out of some money. But his partner, a strip club owner, might have different plans for the cash.",,
Westworld Season 1 Disc 1.iso,"Westworld, season 1, disc 1",OK,OK,,,,,2016,,Evan Rachel Wood; Jeffrey Wright; Ed Harris,62,,,https://m.media-amazon.com/images/M/MV5BZDg1OWRiMTktZDdiNy00NTZlLTg2Y2EtNWRiMTcxMGE5YTUxXkEyXkFqcGdeQXVyMTM2MDY0OTYx._V1_.jpg,Drama; Mystery; Sci-Fi,"At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.",,
Nick And Norahs Infinite Playlis.iso,Nick and Norah's Infinite Playlist,OK,OK,,,,,2008,Peter Sollett,Michael Cera; Kat Dennings; Aaron Yoo,90,,,https://m.media-amazon.com/images/M/MV5BOTY2MjI4ODI4Nl5BMl5BanBnXkFtZTcwNTMyNjM4MQ@@._V1_.jpg,Comedy; Drama; Music,"High school student Nick O’Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes.",,
Westworld Season 1 Disc 2.iso,"Westworld, season 1, disc 2",OK,OK,,,,,,,,,,,,,,,
Westworld Season 1 Disc 3.iso,"Westworld, season 1, disc 3",OK,OK,,,,,,,,,,,,,,,
Questforfire.iso,Quest For Fire,OK,OK,,,,,1982,Jean-Jacques Annaud,Everett McGill; Ron Perlman; Nicholas Kadi,100,,,https://m.media-amazon.com/images/M/MV5BMWExOWQxYzktZDA1MC00Yzg4LWEyNmItOWJhYmRkMTI5YTNhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,Adventure; Drama,This story takes place in prehistoric time when three tribesmen search for a new fire source.,,
State Of Play.iso,State of Play,OK,OK,,,,,2009,Kevin Macdonald,Russell Crowe; Rachel McAdams; Ben Affleck,127,,,https://m.media-amazon.com/images/M/MV5BMTI1MTQ4MDIwMl5BMl5BanBnXkFtZTcwNzgxOTc0Mg@@._V1_.jpg,Crime; Drama; Mystery,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",,
Sweet Smell Of Success.iso,Sweet Smell of Success,OK,OK,,,,,1957,Alexander Mackendrick,Burt Lancaster; Tony Curtis; Susan Harrison,96,,,https://m.media-amazon.com/images/M/MV5BMjE5NTU3YWYtOWIxNi00YWZhLTg2NzktYzVjZWY5MDQ4NzVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,Drama; Film-Noir,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister’s romance with a jazz musician.,,
Blind Side.iso,The Blind Side,OK,OK,,,,,2009,John Lee Hancock,Quinton Aaron; Sandra Bullock; Tim McGraw,129,,,https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_.jpg,Biography; Drama; Sport,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",,
French Postcard.iso,French Postcards,OK,OK,,,,,1979,Willard Huyck,Miles Chapin; Blanche Baker; David Marshall Grant,95,,,https://m.media-amazon.com/images/M/MV5BYzk0NzI1YmYtYWRiNC00ODkyLWI4OTctMTlkYjIzYjFhZTA4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,Comedy; Drama; Romance,"The believable, fresh-faced characters are naive American college students; armed with their French-English dictionaries they compulsively seek out hundreds of monuments, romanticize the nomadic artist’s life, and look for grown-u...",,
Gumby Essentials.iso,Gumby Essentials,OK,OK,,,,,,,,,,,,,,,
Igss S1 D3.iso,"It's Garry Shandling's Show, season 1, disc 3",OK,OK,,,,,,,,,,,,,,,
Igss S1 D4.iso,"It's Garry Shandling's Show, season 1, disc 4",OK,OK,,,,,,,,,,,,,,,
The Father.iso,The Father,OK,OK,,,,,2021,Florian Zeller,Anthony Hopkins; Olivia Colman; Mark Gatiss,97,,,https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Drama; Mystery,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",,
Idiocracy Sidea.iso,Idiocracy,OK,OK,,,,,2007,Mike Judge,Luke Wilson; Maya Rudolph; Dax Shepard,84,,,https://m.media-amazon.com/images/M/MV5BMWQ4MzI2ZDQtYjk3MS00ODdjLTkwN2QtOTBjYzIwM2RmNzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Adventure; Comedy; Sci-Fi,"Corporal Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he’s easily the most intelligent person alive.",,
Westworld Season 2 Disc 1.iso,"Westworld, season 2, disc 1",OK,OK,,,,,,,,,,,,,,,
